ID,NAME,SHIRT_NAME,GK  0,CWP  2,CBT  3,SB  4,DMF  5,WB  6,CMF  7,SMF  8,AMF  9,WF 10,SS  11,CF  12,REGISTERED POSITION,HEIGHT,STRONG FOOT,FAVOURED SIDE,WEAK FOOT ACCURACY,WEAK FOOT FREQUENCY,ATTACK,DEFENSE,BALANCE,STAMINA,TOP SPEED,ACCELERATION,RESPONSE,AGILITY,DRIBBLE ACCURACY,DRIBBLE SPEED,SHORT PASS ACCURACY,SHORT PASS SPEED,LONG PASS ACCURACY,LONG PASS SPEED,SHOT ACCURACY,SHOT POWER,SHOT TECHNIQUE,FREE KICK ACCURACY,SWERVE,HEADING,JUMP,TECHNIQUE,AGGRESSION,MENTALITY,GOAL KEEPING,TEAM WORK,CONSISTENCY,CONDITION / FITNESS,DRIBBLING,TACTIAL DRIBBLE,POSITIONING,REACTION,PLAYMAKING,PASSING,SCORING,1-1 SCORING,POST PLAYER,LINES,MIDDLE SHOOTING,SIDE,CENTRE,PENALTIES,1-TOUCH PASS,OUTSIDE,MARKING,SLIDING,COVERING,D-LINE CONTROL,PENALTY STOPPER,1-ON-1 STOPPER,LONG THROW,INJURY TOLERANCE,DRIBBLE STYLE,FREE KICK STYLE,PK STYLE,DROP KICK STYLE,AGE,WEIGHT,NATIONALITY,SKIN COLOR,FACE TYPE,PRESET FACE NUMBER,HEAD WIDTH,NECK LENGTH,NECK WIDTH,SHOULDER HEIGHT,SHOULDER WIDTH,CHEST MEASUREMENT,WAIST CIRCUMFERENCE,ARM CIRCUMFERENCE,LEG CIRCUMFERENCE,CALF CIRCUMFERENCE,LEG LENGTH,WRISTBAND,WRISTBAND COLOR,INTERNATIONAL NUMBER,CLASSIC NUMBER,CLUB TEAM,CLUB NUMBER
2677,Molinaro,MOLINARO,0,0,0,1,0,1,0,1,0,0,0,0,4,178,L,L,4,4,66,62,74,79,77,75,67,74,74,77,70,66,75,69,52,75,53,63,66,67,72,74,65,68,50,65,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,23,72,Italy,1,0,1,-5,2,0,1,1,1,0,0,0,-2,4,N,None,0,0,AS Roma,3
2678,Daversa,D A V E R S A,0,0,0,0,1,0,1,0,0,0,0,0,5,185,R,B,5,5,72,64,82,81,75,73,72,69,76,72,79,77,81,81,69,84,68,74,75,67,76,80,72,70,50,74,5,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,A,1,8,1,1,31,75,Italy,1,0,1,-2,0,0,0,0,0,0,0,0,0,0,N,None,0,0,AS Roma,23
2679,Antonini,ANTONINI,0,0,0,0,0,0,1,1,0,0,0,0,8,182,R,B,5,5,62,60,82,75,81,79,65,74,74,79,73,80,73,73,62,76,60,60,62,65,74,75,70,66,50,64,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,24,70,Italy,1,0,1,0,0,0,0,0,0,0,0,0,0,0,N,None,0,0,AS Roma,77
2680,Locatelli,LOCATELLI,0,0,0,0,0,0,0,0,1,0,1,0,9,175,L,B,4,4,78,42,73,76,77,80,72,80,88,74,86,75,81,78,70,78,72,81,84,60,69,88,72,71,50,69,4,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C,2,2,1,1,30,72,Italy,1,0,1,-3,0,0,0,0,0,0,0,0,0,0,N,None,0,0,AS Roma,20
2681,Cozza,C  O  Z  Z  A,0,0,0,0,0,0,0,0,1,0,1,0,9,181,R,B,5,5,78,47,76,73,76,75,78,74,83,73,81,81,80,81,77,81,78,81,80,72,71,82,80,80,50,72,6,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,32,73,Italy,1,0,1,0,0,0,0,0,0,0,0,0,0,0,N,None,0,0,AS Roma,35
2682,Serafini,SERAFINI,0,0,0,0,0,0,0,1,1,0,1,0,9,189,R,B,5,5,72,39,82,82,76,76,70,72,76,72,71,68,74,77,70,81,76,65,55,76,74,75,70,69,50,67,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,28,80,Italy,1,0,1,0,0,0,0,0,0,0,0,0,0,0,N,None,0,0,AS Roma,89
2683,Frick,F  R  I  C  K,0,0,0,0,0,0,0,0,0,0,0,1,12,182,R,B,5,5,77,40,76,81,75,77,80,75,75,73,70,70,66,68,79,77,80,64,60,83,80,78,78,70,50,75,4,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,32,80,Liechtenstein,1,0,1,0,0,0,0,0,0,0,0,0,0,0,N,None,0,0,AS Roma,7
2684,Corvia,C O R V I A,0,0,0,0,0,0,0,0,0,0,0,1,12,183,R,B,5,5,72,35,79,76,77,75,76,74,70,70,68,68,64,67,74,81,78,60,60,77,80,75,85,71,50,65,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,21,78,Italy,1,0,1,0,0,0,0,0,0,0,0,0,0,0,N,None,0,0,AS Roma,9
2685,Abbiati,A B B I A T I,1,0,0,0,0,0,0,0,0,0,0,0,0,191,R,B,4,4,30,87,91,65,64,68,92,73,46,40,41,44,57,60,43,80,42,39,41,46,80,44,60,66,83,67,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,A,1,1,1,1,29,92,Italy,1,1,155,-3,-2,0,1,1,2,0,1,1,0,-1,N,None,0,0,US Sassuolo Calcio,32
2686,Brevi,B  R  E  V  I,0,0,1,0,0,0,0,0,0,0,0,0,3,182,R,B,5,5,48,77,78,72,69,67,80,67,65,62,65,70,68,71,54,74,57,54,50,77,69,68,60,82,50,80,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,38,80,Italy,1,0,1,0,0,0,0,0,0,0,0,0,0,0,N,None,0,0,US Sassuolo Calcio,4
2687,Doudou,D O U D O U,0,0,1,0,0,0,0,0,0,0,0,0,3,187,R,B,5,5,47,73,83,81,72,73,67,71,67,65,63,66,65,72,52,77,51,60,62,72,78,65,53,63,50,65,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,30,80,Senegal,4,0,1,-1,2,0,1,1,1,0,0,0,-2,4,N,None,0,0,US Sassuolo Calcio,27
2688,Comotto,C O M O T T O,0,0,1,1,0,1,0,0,0,0,0,0,4,181,R,R,5,5,67,69,75,83,87,86,69,78,72,80,68,74,71,74,60,78,63,60,66,70,83,70,71,70,50,70,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,28,77,Italy,1,0,1,0,0,0,0,0,0,0,0,0,0,0,N,None,0,0,US Sassuolo Calcio,22
2689,Pancaro,P A N C A R O,0,0,0,1,0,1,0,0,0,0,0,0,4,186,R,B,6,6,68,77,82,80,75,76,75,72,70,76,73,70,78,80,63,82,60,60,74,80,77,75,68,70,50,86,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,A,1,1,1,1,35,84,Italy,1,1,148,-3,-2,0,0,0,0,0,0,0,0,0,R,White,0,0,US Sassuolo Calcio,2
2690,De Ascentis,DE ASCENTIS,0,0,0,0,1,0,1,0,0,0,0,0,7,180,R,B,5,5,67,66,76,86,76,75,73,75,78,73,78,75,77,72,62,78,62,60,65,70,78,78,65,76,50,83,6,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,A,1,1,1,1,30,77,Italy,1,0,1,5,0,0,0,0,0,0,0,0,0,0,N,None,0,0,US Sassuolo Calcio,15
2691,Lazetic,L A Z E T I C,0,0,0,0,0,0,1,1,1,0,1,0,8,178,R,B,7,7,75,66,73,86,84,86,72,83,82,81,78,76,77,76,72,81,75,76,80,72,75,84,75,72,50,72,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,A,1,1,1,1,28,72,Serbia and Montenegro,1,0,1,-2,0,0,0,0,0,0,0,0,0,0,N,None,0,0,US Sassuolo Calcio,17
2692,Music,M  U  S  I  C,0,0,0,1,0,1,0,1,0,0,0,0,8,169,R,L,6,6,72,55,73,76,83,83,72,83,82,80,72,70,79,80,71,78,69,60,63,64,73,78,84,72,50,67,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,2,1,1,1,33,72,Bosnia and Herzegovina,1,0,1,-2,0,0,0,0,0,0,0,0,0,0,N,None,0,0,US Sassuolo Calcio,21
2693,Rosina,R O S I N A,0,0,0,0,0,0,0,1,1,1,1,0,8,175,L,B,5,5,73,46,70,76,82,84,75,83,83,80,76,74,80,80,66,77,65,76,80,66,72,80,76,69,50,70,4,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,A,1,1,1,1,22,69,Italy,1,0,1,0,0,0,0,0,0,0,0,0,0,0,N,None,0,0,US Sassuolo Calcio,10
2694,Stellone,STELLONE,0,0,0,0,0,0,0,0,0,1,0,1,12,184,L,B,6,6,77,38,84,79,80,74,80,75,74,78,69,75,70,72,74,80,77,56,65,77,82,80,83,73,50,72,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,29,81,Italy,1,0,1,0,0,0,0,0,0,0,0,0,0,0,N,None,0,0,US Sassuolo Calcio,11
2695,Taibi,T  A  I  B  I,1,0,0,0,0,0,0,0,0,0,0,0,0,190,L,B,4,4,45,84,85,62,67,69,87,74,48,50,54,61,67,64,44,79,47,40,45,68,84,54,65,82,81,78,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,36,82,Italy,1,0,1,2,0,0,0,0,0,0,0,0,0,0,N,None,0,0,US Sassuolo Calcio,1
2696,Franceschini,FRANCESCHINI,0,0,1,0,0,0,0,0,0,0,0,0,3,188,R,B,5,5,48,77,86,80,72,72,72,70,60,67,66,70,68,75,54,80,60,51,47,78,77,67,56,72,50,74,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,A,1,1,1,1,29,79,Italy,1,0,1,0,0,0,0,0,0,0,0,0,0,0,N,None,0,0,US Sassuolo Calcio,14
2697,Melara,M E L A R A,0,0,1,0,0,0,0,0,0,0,0,0,3,187,R,B,5,5,55,76,82,78,75,70,74,68,66,68,68,78,70,68,56,77,57,44,45,82,76,67,58,73,50,69,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,28,77,Italy,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,N,None,0,0,US Sassuolo Calcio,79
2698,Orfei,O  R  F  E  I,0,0,0,1,0,0,0,0,0,0,0,0,4,182,R,R,5,5,65,60,75,82,75,70,68,72,67,72,66,67,72,70,62,73,63,60,69,65,74,67,61,68,50,67,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,30,78,Italy,1,0,1,-1,2,0,1,1,1,0,0,0,-2,4,N,None,0,0,US Sassuolo Calcio,55
2699,Gallo,G  A  L  L  O,0,0,0,0,1,0,1,0,0,0,0,0,5,176,R,B,5,5,74,65,73,76,74,74,76,77,73,76,81,76,82,76,70,77,74,77,80,65,74,80,67,73,50,76,6,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,2,1,1,36,72,Italy,1,0,1,1,0,0,0,0,0,0,0,0,0,0,N,None,0,0,US Sassuolo Calcio,5
2700,Ardito,A R D I T O,0,0,0,1,1,0,0,0,0,0,0,0,5,176,L,L,4,5,64,68,74,81,76,76,80,76,72,65,73,75,75,74,65,76,68,66,68,74,78,75,65,74,50,72,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,B,1,2,1,1,29,62,Italy,1,0,1,0,0,0,0,0,0,0,0,0,0,0,N,None,0,0,US Sassuolo Calcio,23
2701,Balestri,BALESTRI,0,0,0,1,0,1,0,0,0,0,0,0,6,178,R,B,5,5,68,69,73,85,81,74,70,73,74,77,67,73,73,73,65,76,63,56,66,66,82,72,72,73,50,80,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,A,1,1,1,1,31,72,Italy,1,0,1,0,0,0,0,0,0,0,0,0,0,0,N,None,0,0,US Sassuolo Calcio,3
2702,Ferrarese,FERRARESE,0,0,0,0,0,0,0,1,0,0,0,0,8,172,R,B,5,5,72,47,65,81,77,78,73,80,78,77,73,70,75,70,60,76,63,65,69,63,74,76,72,72,50,75,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,28,64,Italy,1,0,1,0,0,0,0,0,0,0,0,0,0,0,N,None,0,0,US Sassuolo Calcio,20
2703,Fiore,F  I  O  R  E,0,0,0,0,0,0,1,1,1,0,0,0,9,181,R,B,6,6,80,55,80,83,75,78,80,78,86,72,88,82,88,80,80,78,88,85,85,66,67,85,77,72,50,92,7,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,B,1,2,1,1,31,75,Italy,1,1,135,1,-2,0,1,1,2,0,1,1,0,-1,L,White,0,0,US Sassuolo Calcio,7
2704,Muzzi,M  U  Z  Z  I,0,0,0,0,0,0,0,0,0,1,1,1,12,178,R,R,5,5,80,39,81,77,81,80,82,81,78,80,69,72,68,69,80,85,82,77,76,72,80,81,78,78,50,77,6,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,35,76,Italy,1,0,1,-3,-2,0,1,1,2,0,1,1,0,-1,L,White,0,0,US Sassuolo Calcio,9
2705,Abbruscato,ABBRUSCATO,0,0,0,0,0,0,0,0,0,0,0,1,12,181,R,R,5,5,76,36,76,83,78,82,76,75,74,77,67,68,65,66,75,76,76,63,66,74,77,76,72,67,50,72,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,25,79,Italy,1,0,1,-1,2,0,1,1,1,0,0,0,-2,4,N,None,0,0,US Sassuolo Calcio,19
2706,De Sousa,DE SOUSA,0,0,0,0,0,0,0,0,0,1,1,1,12,178,R,R,5,5,72,35,71,71,85,83,75,78,78,76,67,64,66,69,72,77,70,63,64,67,79,78,75,62,50,65,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,21,70,Italy,3,0,1,0,0,0,0,0,0,0,0,0,0,0,N,None,0,0,US Sassuolo Calcio,44
2707,Alberto Fontana,ALBERTO FONTANA,1,0,0,0,0,0,0,0,0,0,0,0,0,188,R,B,4,4,30,73,83,61,63,65,80,62,47,45,46,45,50,56,35,79,38,35,37,40,74,47,58,75,76,66,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,31,83,Italy,1,0,1,4,0,0,0,0,0,0,0,0,0,0,N,None,0,0,US Sassuolo Calcio,31
2708,Pagotto,P A G O T T O,1,0,0,0,0,0,0,0,0,0,0,0,0,184,R,B,4,4,30,75,76,60,66,68,84,67,49,50,50,48,53,60,40,78,42,40,45,45,79,48,58,70,75,70,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,32,75,Italy,1,0,1,-1,2,0,1,1,1,0,0,0,-2,4,N,None,0,0,US Sassuolo Calcio,40
2709,Vailatti,VAILATTI,0,0,0,0,1,0,1,0,0,0,0,0,5,179,R,B,5,5,65,60,72,80,76,75,70,73,70,73,74,70,73,70,60,76,63,61,60,65,74,75,63,64,50,70,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,20,70,Italy,1,0,1,3,0,0,0,0,0,0,0,0,0,0,N,None,0,0,US Sassuolo Calcio,28
2710,Oguro,O  G  U  R  O,0,0,0,0,0,0,0,0,1,0,1,1,12,177,R,B,7,6,78,39,72,81,78,82,85,83,76,84,71,68,74,71,81,72,82,67,65,79,75,83,90,73,50,76,5,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,4,1,1,1,26,74,Japan,2,1,81,-3,-1,0,-2,-2,-1,0,-1,1,0,-2,N,None,0,0,US Sassuolo Calcio,16
2711,De Sanctis,DE SANCTIS,1,0,0,0,0,0,0,0,0,0,0,0,0,190,R,B,4,4,30,87,88,65,64,66,92,80,46,54,44,55,65,60,39,79,40,36,39,46,83,52,56,68,85,66,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,29,86,Italy,1,0,1,-2,-2,0,1,1,2,0,1,1,0,-1,N,None,0,0,Udinese Calcio,1
2712,Natali,N A T A L I,0,1,1,1,0,0,0,0,0,0,0,0,3,186,R,R,5,5,55,82,86,82,75,75,83,71,69,70,68,70,73,72,56,75,63,56,58,73,83,69,62,73,50,75,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,A,1,1,1,1,27,78,Italy,1,0,1,0,0,0,1,1,0,0,0,-1,-2,2,N,None,0,0,Udinese Calcio,14
2713,Felipe,F E L I P E,0,0,1,1,0,1,0,0,0,0,0,0,3,188,L,L,4,4,54,79,83,83,78,76,78,75,75,66,72,70,78,67,63,75,65,60,62,72,81,76,62,72,50,76,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,A,1,1,1,1,22,80,Brazil,1,0,1,-3,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Udinese Calcio,19
2714,Damiano Zenoni,D. ZENONI,0,0,0,0,0,1,1,1,0,0,0,0,7,185,R,B,5,5,65,70,80,85,80,73,67,73,75,72,73,72,73,70,64,79,63,66,65,72,71,75,68,74,50,78,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,29,74,Italy,1,0,1,-4,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Udinese Calcio,3
2715,Motta,M  O  T  T  A,0,0,1,1,0,1,0,1,0,0,0,0,4,183,R,B,5,5,68,68,79,82,82,76,76,74,74,77,72,72,77,76,60,77,60,56,62,72,82,75,69,65,50,73,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,A,1,1,1,1,20,76,Italy,1,0,1,-2,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Udinese Calcio,26
2716,Pinzi,P  I  N  Z  I,0,0,0,0,1,1,1,1,0,0,0,0,7,180,R,R,5,5,66,72,75,88,82,81,79,79,76,78,75,80,76,76,72,82,75,60,69,71,76,76,67,76,50,74,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,A,1,1,1,1,25,73,Italy,1,0,1,-2,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Udinese Calcio,8
2717,Di Natale,DI NATALE,0,0,0,0,0,0,0,1,1,1,1,1,11,170,R,B,6,5,82,40,73,82,89,88,82,85,83,88,82,77,83,75,82,78,88,75,82,78,79,86,85,76,50,83,7,5,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,A,2,1,1,1,29,73,Italy,1,0,1,3,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Udinese Calcio,10
2718,Paoletti,PAOLETTI,1,0,0,0,0,0,0,0,0,0,0,0,0,190,R,B,4,4,30,76,78,58,66,71,82,67,43,46,47,49,53,63,38,81,39,39,40,41,80,43,56,67,76,67,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,28,82,Italy,1,0,1,0,2,0,1,1,1,0,0,0,-2,4,N,None,0,0,Udinese Calcio,12
2719,Gotti,G  O  T  T  I,0,0,1,0,0,0,0,0,0,0,0,0,3,184,R,B,5,5,51,67,74,76,73,73,70,67,62,65,65,69,67,68,56,76,52,52,60,72,77,69,59,64,50,66,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,20,75,Italy,1,0,1,-4,2,0,1,1,1,0,0,0,-2,4,N,None,0,0,Udinese Calcio,22
2720,Coda,C  O  D  A,0,0,1,0,0,0,0,0,0,0,0,0,3,188,R,B,5,5,50,75,83,80,73,72,73,70,65,70,65,67,66,70,58,77,57,57,50,76,77,69,60,67,50,72,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,21,81,Italy,1,0,1,-7,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Udinese Calcio,6
2721,Andrea Dossena,ANDREA DOSSENA,0,0,1,1,0,1,0,0,0,0,0,0,3,180,R,R,5,5,58,68,73,82,75,72,70,68,70,65,65,68,72,67,56,75,58,56,60,72,76,70,66,68,50,70,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,25,74,Italy,1,0,1,1,2,0,1,1,1,0,0,0,-2,4,N,None,0,0,Udinese Calcio,20
2722,Morosini,MOROSINI,0,0,0,0,1,0,0,0,0,0,0,0,5,181,R,B,5,5,60,60,68,75,74,74,66,76,76,70,75,74,75,74,62,74,60,58,60,66,74,75,62,68,50,69,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,20,74,Italy,1,0,1,1,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Udinese Calcio,25
2723,De Martino,DE MARTINO,0,0,0,0,1,0,0,0,0,0,0,0,5,181,R,B,5,5,60,64,79,83,75,73,68,70,73,65,70,70,68,68,57,78,56,58,57,68,77,70,65,63,50,63,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,20,76,Italy,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Udinese Calcio,29
2724,G. Siqueira,SIQUEIRA,0,0,0,0,0,0,0,1,0,0,1,0,8,184,L,L,4,4,67,41,68,73,81,75,68,76,81,73,68,66,69,68,64,76,65,66,64,63,75,79,73,65,50,65,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,20,75,Brazil,1,0,1,4,2,0,1,1,1,0,0,0,-2,4,N,None,0,0,Udinese Calcio,90
2725,D'Agostino,DAGOSTINO,0,0,0,0,0,0,0,1,1,0,1,1,9,182,L,B,5,4,75,55,72,76,75,76,73,78,83,80,84,80,88,82,73,78,72,81,87,70,76,84,78,70,50,65,6,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,A,1,7,1,1,24,81,Italy,1,2,301,-2,2,0,1,1,1,0,0,0,-2,4,R,White,0,0,Udinese Calcio,4
2726,Barreto,B A R R E T O,0,0,0,0,0,0,0,1,0,1,0,1,12,171,R,B,4,4,77,38,64,80,81,83,76,80,80,82,72,68,70,72,78,78,76,62,65,65,74,80,80,66,50,65,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,1,1,1,1,21,60,Brazil,3,0,1,2,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Udinese Calcio,7
2727,Schumacher,SCHUMACHER,0,0,0,0,0,0,0,0,0,0,0,1,12,192,R,B,5,5,72,37,82,78,73,71,73,72,73,70,69,66,64,69,73,78,72,63,55,81,74,72,75,68,50,69,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,20,83,Brazil,1,0,1,-2,2,0,1,1,1,0,0,0,-2,4,N,None,0,0,Udinese Calcio,77
2728,Moro,M  O  R  O,0,0,0,0,1,0,0,0,0,0,0,0,5,181,R,B,5,5,63,66,77,81,76,74,74,73,72,72,73,69,68,67,63,79,64,63,64,67,73,73,62,67,50,72,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,22,73,Italy,1,0,1,-5,2,0,1,1,1,0,0,0,-2,4,N,None,0,0,Udinese Calcio,94
2729,Claudio Vargas,V A R G A S,0,0,0,0,0,0,1,0,0,0,0,0,7,186,R,B,5,5,64,54,72,73,77,70,65,72,67,73,65,67,68,72,54,76,56,60,62,67,75,68,65,66,50,65,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,21,76,Paraguay,1,0,1,0,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Udinese Calcio,24
2730,Roman Eremenko,EREMENKO,0,0,0,0,0,0,0,0,1,0,0,0,9,180,R,B,5,5,66,42,72,75,76,80,68,76,77,75,75,70,74,72,63,72,62,70,72,65,67,76,73,64,50,65,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,19,67,Finland,1,0,1,0,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Udinese Calcio,23
2731,Gheddafi,GHEDDAFI,0,0,0,0,0,0,0,0,0,0,1,1,11,183,L,B,4,4,68,20,65,62,70,66,65,63,70,66,73,64,71,64,70,69,60,68,66,57,65,74,69,65,50,60,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,4,1,1,1,33,76,Libya,1,0,1,1,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Udinese Calcio,92
2732,Postma,P O S T M A,1,0,0,0,0,0,0,0,0,0,0,0,0,201,R,B,4,4,30,77,91,58,65,58,83,60,41,39,45,50,51,75,38,85,39,39,38,43,69,40,50,74,85,67,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,30,110,Netherlands,1,0,1,-3,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Bayer 04 Leverkusen,1
2733,Martha,M A R T H A,0,0,1,1,0,0,0,0,0,0,0,0,3,185,R,R,5,4,50,70,82,80,74,73,70,70,67,68,67,64,69,69,51,75,54,53,56,76,77,66,54,70,50,68,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,24,85,Netherlands,3,0,1,-7,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Bayer 04 Leverkusen,3
2734,Saavedra,SAAVEDRA,0,0,1,0,0,0,0,0,0,0,0,0,3,190,R,B,4,4,50,70,85,77,71,66,71,68,69,72,60,65,60,66,53,76,52,46,44,78,75,63,68,70,50,62,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,24,80,Spain,3,0,1,0,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Bayer 04 Leverkusen,4
